Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Surface Albedo Units,Version
NSRDB,691167,-,-,-,30.97,-97.26,-6,161,-6,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,N/A,3.2.0
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Wind Direction,Wind Speed,Surface Albedo
2002,1,1,0,30,0,0,0,-1,0,1000,24,1.7000000000000002,0.17
2002,1,1,1,30,0,0,0,-2,0,1000,22,1.8,0.17
2002,1,1,2,30,0,0,0,-2,0,1000,18,1.9000000000000001,0.17
2002,1,1,3,30,0,0,0,-2,0,1000,20,2.2,0.17
2002,1,1,4,30,0,0,0,-2,0,1000,22,2.3000000000000003,0.17
2002,1,1,5,30,0,0,0,-3,0,1000,20,2.3000000000000003,0.17
2002,1,1,6,30,0,0,0,-3,-1,1000,12,2.6,0.17
2002,1,1,7,30,0,0,0,-3,0,1000,9,3.2,0.17
2002,1,1,8,30,3,65,66,-3,1,1000,9,3.9000000000000004,0.17
2002,1,1,9,30,7,126,129,-4,3,1000,29,4.2,0.17
2002,1,1,10,30,57,203,230,-5,4,1000,36,4.1000000000000005,0.17
2002,1,1,11,30,534,187,486,-5,5,1000,33,4.1000000000000005,0.17
2002,1,1,12,30,132,277,355,-4,6,1000,29,4.1000000000000005,0.17
2002,1,1,13,30,25,221,236,-4,7,1000,26,4.2,0.17
2002,1,1,14,30,0,104,104,-4,6,1000,23,4.3,0.17
2002,1,1,15,30,220,150,230,-4,5,1000,20,4.2,0.17
2002,1,1,16,30,13,73,76,-3,4,1000,16,3.8000000000000003,0.17
2002,1,1,17,30,0,0,0,-3,2,1000,11,3.6,0.17
2002,1,1,18,30,0,0,0,-2,1,1000,4,3.8000000000000003,0.17
2002,1,1,19,30,0,0,0,-2,1,1000,2,3.6,0.17
2002,1,1,20,30,0,0,0,-2,0,1000,358,2.9000000000000004,0.17
2002,1,1,21,30,0,0,0,-2,0,1000,354,2.2,0.17
2002,1,1,22,30,0,0,0,-2,0,1000,351,2,0.17
2002,1,1,23,30,0,0,0,-3,0,1000,349,2.3000000000000003,0.17
2002,1,2,0,30,0,0,0,-3,0,1000,351,2.5,0.17
2002,1,2,1,30,0,0,0,-3,-1,1000,360,2.7,0.17
2002,1,2,2,30,0,0,0,-4,-1,1000,358,2.7,0.17
2002,1,2,3,30,0,0,0,-4,-2,1000,352,2.6,0.17
2002,1,2,4,30,0,0,0,-5,-3,1000,351,2.5,0.17
2002,1,2,5,30,0,0,0,-6,-3,1000,352,2.4000000000000004,0.17
2002,1,2,6,30,0,0,0,-6,-3,1000,352,2.5,0.17
2002,1,2,7,30,0,0,0,-6,-2,1010,350,3.1,0.17
2002,1,2,8,30,633,45,163,-6,0,1010,349,4,0.17
2002,1,2,9,30,825,64,354,-8,2,1010,10,4.6000000000000005,0.17
2002,1,2,10,30,907,76,510,-9,3,1010,13,4.7,0.17
2002,1,2,11,30,940,85,611,-9,4,1010,10,4.6000000000000005,0.17
2002,1,2,12,30,530,202,514,-9,5,1000,4,4.5,0.17
2002,1,2,13,30,895,102,609,-8,5,1000,358,4.4,0.17
2002,1,2,14,30,836,100,510,-7,5,1000,353,4.3,0.17
2002,1,2,15,30,162,154,214,-7,4,1000,348,4,0.17
2002,1,2,16,30,40,77,85,-6,3,1000,345,3.1,0.17
2002,1,2,17,30,0,0,0,-4,1,1000,344,2.5,0.17
2002,1,2,18,30,0,0,0,-3,0,1010,345,2.8000000000000003,0.17
2002,1,2,19,30,0,0,0,-3,0,1010,347,3,0.17
2002,1,2,20,30,0,0,0,-3,0,1010,349,2.7,0.17
2002,1,2,21,30,0,0,0,-3,-1,1010,350,2.2,0.17
2002,1,2,22,30,0,0,0,-4,-2,1010,350,1.7000000000000002,0.17
2002,1,2,23,30,0,0,0,-4,-3,1010,348,1.3,0.17
2002,1,3,0,30,0,0,0,-5,-4,1010,344,1.1,0.17
2002,1,3,1,30,0,0,0,-6,-5,1010,343,1,0.17
2002,1,3,2,30,0,0,0,-6,-5,1010,341,1,0.17
2002,1,3,3,30,0,0,0,-7,-5,1010,341,1,0.17
2002,1,3,4,30,0,0,0,-7,-5,1010,345,0.9,0.17
2002,1,3,5,30,0,0,0,-7,-5,1010,351,0.9,0.17
2002,1,3,6,30,0,0,0,-7,-5,1010,360,0.8,0.17
2002,1,3,7,30,0,0,0,-7,-4,1010,13,1.1,0.17
2002,1,3,8,30,36,68,75,-9,-1,1010,42,1.4000000000000001,0.17
2002,1,3,9,30,429,116,266,-10,0,1010,71,1.1,0.17
2002,1,3,10,30,366,189,364,-10,2,1010,70,0.7000000000000001,0.17
2002,1,3,11,30,935,92,617,-9,3,1010,69,0.5,0.17
2002,1,3,12,30,950,94,656,-8,4,1000,90,0.5,0.17
2002,1,3,13,30,944,90,626,-7,5,1000,111,0.6000000000000001,0.17
2002,1,3,14,30,910,83,531,-6,6,1000,121,1,0.17
2002,1,3,15,30,835,71,379,-6,5,1000,127,1.2000000000000002,0.17
2002,1,3,16,30,668,51,190,-4,3,1000,130,1.2000000000000002,0.17
2002,1,3,17,30,168,11,14,-3,0,1000,126,1.3,0.17
2002,1,3,18,30,0,0,0,-5,0,1000,130,1.6,0.17
2002,1,3,19,30,0,0,0,-5,-1,1000,136,1.7000000000000002,0.17
2002,1,3,20,30,0,0,0,-5,-1,1000,143,1.8,0.17
2002,1,3,21,30,0,0,0,-6,-2,1000,152,1.8,0.17
2002,1,3,22,30,0,0,0,-6,-2,1000,161,1.8,0.17
2002,1,3,23,30,0,0,0,-6,-3,1000,167,1.8,0.17
2002,1,4,0,30,0,0,0,-6,-3,1000,169,1.9000000000000001,0.17
2002,1,4,1,30,0,0,0,-5,-3,1000,169,1.9000000000000001,0.17
2002,1,4,2,30,0,0,0,-5,-3,1000,171,1.9000000000000001,0.17
2002,1,4,3,30,0,0,0,-5,-3,1000,173,1.9000000000000001,0.17
2002,1,4,4,30,0,0,0,-5,-3,1000,174,1.8,0.17
2002,1,4,5,30,0,0,0,-5,-3,1000,175,1.8,0.17
2002,1,4,6,30,0,0,0,-5,-3,1000,176,2,0.17
2002,1,4,7,30,0,0,0,-5,-2,1000,174,2.4000000000000004,0.17
2002,1,4,8,30,331,59,121,-5,-1,1000,170,2.7,0.17
2002,1,4,9,30,746,78,340,-4,1,1000,160,3,0.17
2002,1,4,10,30,825,95,491,-3,4,1000,160,3.8000000000000003,0.17
2002,1,4,11,30,851,108,587,-2,7,1000,168,4.3,0.17
2002,1,4,12,30,866,109,622,0,8,1000,177,4.5,0.17
2002,1,4,13,30,78,257,302,1,9,1000,180,4.7,0.17
2002,1,4,14,30,0,148,148,2,10,1000,178,4.4,0.17
2002,1,4,15,30,0,89,89,3,9,1000,170,3.7,0.17
2002,1,4,16,30,0,58,58,4,8,1000,160,2.9000000000000004,0.17
2002,1,4,17,30,27,10,10,5,7,1000,153,2.8000000000000003,0.17
2002,1,4,18,30,0,0,0,5,7,1000,148,3.2,0.17
2002,1,4,19,30,0,0,0,6,7,1000,148,3.7,0.17
2002,1,4,20,30,0,0,0,6,7,1000,151,3.9000000000000004,0.17
2002,1,4,21,30,0,0,0,6,7,1000,152,4,0.17
2002,1,4,22,30,0,0,0,6,7,990,154,4,0.17
2002,1,4,23,30,0,0,0,6,7,990,152,4,0.17
2002,1,5,0,30,0,0,0,6,7,990,152,3.8000000000000003,0.17
2002,1,5,1,30,0,0,0,7,7,990,166,3.3000000000000003,0.17
2002,1,5,2,30,0,0,0,7,7,990,182,2.5,0.17
2002,1,5,3,30,0,0,0,7,7,990,191,1.5,0.17
2002,1,5,4,30,0,0,0,7,7,990,201,0.8,0.17
2002,1,5,5,30,0,0,0,6,7,990,247,0.7000000000000001,0.17
2002,1,5,6,30,0,0,0,6,6,990,305,1.1,0.17
2002,1,5,7,30,0,0,0,6,6,990,331,2.1,0.17
2002,1,5,8,30,192,67,103,7,7,990,352,3,0.17
2002,1,5,9,30,270,138,233,7,8,990,2,3.6,0.17
2002,1,5,10,30,476,167,396,8,9,990,347,4.3,0.17
2002,1,5,11,30,764,137,567,8,10,990,340,5,0.17
2002,1,5,12,30,0,168,168,7,11,990,338,5.6000000000000005,0.17
2002,1,5,13,30,0,134,134,6,12,990,331,6,0.17
2002,1,5,14,30,0,126,126,5,12,990,329,6.1000000000000005,0.17
2002,1,5,15,30,570,124,338,4,11,990,328,6.1000000000000005,0.17
2002,1,5,16,30,0,40,40,4,10,990,330,5.5,0.17
2002,1,5,17,30,0,11,11,3,8,990,329,5,0.17
2002,1,5,18,30,0,0,0,3,7,990,329,4.3,0.17
2002,1,5,19,30,0,0,0,3,6,1000,328,3.5,0.17
2002,1,5,20,30,0,0,0,3,5,1000,320,3.3000000000000003,0.17
2002,1,5,21,30,0,0,0,3,5,1000,318,3.7,0.17
2002,1,5,22,30,0,0,0,3,4,1000,324,3.9000000000000004,0.17
2002,1,5,23,30,0,0,0,2,4,1000,322,4.1000000000000005,0.17
2002,1,6,0,30,0,0,0,2,3,1000,320,4,0.17
2002,1,6,1,30,0,0,0,1,2,1000,317,3.6,0.17
2002,1,6,2,30,0,0,0,0,1,1000,308,3.4000000000000004,0.17
2002,1,6,3,30,0,0,0,0,1,1000,303,3.5,0.17
2002,1,6,4,30,0,0,0,0,1,1000,301,3.4000000000000004,0.17
2002,1,6,5,30,0,0,0,-1,0,1000,302,3.3000000000000003,0.17
2002,1,6,6,30,0,0,0,-1,0,1000,303,3.4000000000000004,0.17
2002,1,6,7,30,0,0,0,-2,1,1000,304,3.8000000000000003,0.17
2002,1,6,8,30,279,63,114,-1,4,1000,304,3.8000000000000003,0.17
2002,1,6,9,30,573,92,294,-1,8,1000,300,3.3000000000000003,0.17
2002,1,6,10,30,930,62,510,0,12,1000,307,3.5,0.17
2002,1,6,11,30,968,67,614,0,14,1000,331,3.8000000000000003,0.17
2002,1,6,12,30,970,74,652,0,15,1000,329,3.9000000000000004,0.17
2002,1,6,13,30,960,72,623,0,16,1000,329,4,0.17
2002,1,6,14,30,925,68,529,0,16,1000,332,4,0.17
2002,1,6,15,30,851,60,380,0,14,1000,334,3.1,0.17
2002,1,6,16,30,696,45,194,2,11,1000,335,2.1,0.17
2002,1,6,17,30,239,12,18,1,8,1000,336,2,0.17
2002,1,6,18,30,0,0,0,0,7,1000,339,2.5,0.17
2002,1,6,19,30,0,0,0,0,6,1000,343,3,0.17
2002,1,6,20,30,0,0,0,0,5,1000,346,3.2,0.17
2002,1,6,21,30,0,0,0,0,4,1000,348,2.8000000000000003,0.17
2002,1,6,22,30,0,0,0,0,3,1000,349,2.4000000000000004,0.17
2002,1,6,23,30,0,0,0,0,2,1000,346,2.1,0.17
2002,1,7,0,30,0,0,0,0,1,1000,340,2,0.17
2002,1,7,1,30,0,0,0,0,1,1000,335,2,0.17
2002,1,7,2,30,0,0,0,-1,0,1000,333,2,0.17
2002,1,7,3,30,0,0,0,-1,0,1000,332,2.1,0.17
2002,1,7,4,30,0,0,0,-1,0,1000,333,2.1,0.17
2002,1,7,5,30,0,0,0,-2,0,1000,336,2,0.17
2002,1,7,6,30,0,0,0,-2,0,1000,337,2,0.17
2002,1,7,7,30,0,0,0,-2,1,1000,336,2.6,0.17
2002,1,7,8,30,710,37,168,-2,3,1010,334,2.9000000000000004,0.17
2002,1,7,9,30,454,113,272,-1,7,1010,332,2.6,0.17
2002,1,7,10,30,954,61,521,-1,10,1010,350,2.9000000000000004,0.17
2002,1,7,11,30,988,66,625,-3,11,1000,354,3.1,0.17
2002,1,7,12,30,990,72,664,-2,12,1000,350,2.8000000000000003,0.17
2002,1,7,13,30,978,72,635,-2,13,1000,345,2.4000000000000004,0.17
2002,1,7,14,30,941,68,540,-1,13,1000,339,1.7000000000000002,0.17
2002,1,7,15,30,866,60,388,-1,13,1000,334,0.8,0.17
2002,1,7,16,30,705,45,199,1,11,1000,9,0.6000000000000001,0.17
2002,1,7,17,30,243,13,20,0,8,1000,105,1.1,0.17
2002,1,7,18,30,0,0,0,0,6,1000,115,1.3,0.17
2002,1,7,19,30,0,0,0,0,4,1000,124,1.4000000000000001,0.17
2002,1,7,20,30,0,0,0,0,3,1000,134,1.5,0.17
2002,1,7,21,30,0,0,0,0,2,1000,145,1.7000000000000002,0.17
2002,1,7,22,30,0,0,0,0,2,1000,160,1.8,0.17
2002,1,7,23,30,0,0,0,0,2,1000,175,1.9000000000000001,0.17
2002,1,8,0,30,0,0,0,0,1,1000,190,1.9000000000000001,0.17
2002,1,8,1,30,0,0,0,0,1,1000,203,1.9000000000000001,0.17
2002,1,8,2,30,0,0,0,0,1,1000,214,1.9000000000000001,0.17
2002,1,8,3,30,0,0,0,0,0,1000,223,1.9000000000000001,0.17
2002,1,8,4,30,0,0,0,0,0,1000,229,1.9000000000000001,0.17
2002,1,8,5,30,0,0,0,0,0,1000,231,1.8,0.17
2002,1,8,6,30,0,0,0,0,0,1000,231,1.8,0.17
2002,1,8,7,30,0,0,0,0,2,1000,230,2.6,0.17
2002,1,8,8,30,579,48,155,1,5,1000,229,3.4000000000000004,0.17
2002,1,8,9,30,776,69,343,2,9,1000,221,4,0.17
2002,1,8,10,30,866,81,499,4,13,1000,221,5.1000000000000005,0.17
2002,1,8,11,30,909,87,603,4,16,1000,225,5.7,0.17
2002,1,8,12,30,920,90,642,5,17,1000,225,5.5,0.17
2002,1,8,13,30,909,89,614,5,18,1000,225,5,0.17
2002,1,8,14,30,869,84,521,6,18,1000,224,4.3,0.17
2002,1,8,15,30,789,73,374,7,17,1000,221,3,0.17
2002,1,8,16,30,623,53,191,9,14,1000,212,2.1,0.17
2002,1,8,17,30,175,14,20,8,11,1000,204,2.1,0.17
2002,1,8,18,30,0,0,0,8,10,1000,202,2.5,0.16
2002,1,8,19,30,0,0,0,8,10,1000,201,2.9000000000000004,0.16
2002,1,8,20,30,0,0,0,8,10,1000,201,3.3000000000000003,0.16
2002,1,8,21,30,0,0,0,8,9,990,204,3.5,0.16
2002,1,8,22,30,0,0,0,8,8,990,209,3.5,0.16
2002,1,8,23,30,0,0,0,8,8,990,216,3.4000000000000004,0.16
2002,1,9,0,30,0,0,0,7,7,990,220,3.4000000000000004,0.16
2002,1,9,1,30,0,0,0,7,7,990,222,3.3000000000000003,0.16
2002,1,9,2,30,0,0,0,7,7,990,222,3.2,0.16
2002,1,9,3,30,0,0,0,7,7,990,223,3,0.16
2002,1,9,4,30,0,0,0,7,7,990,223,2.8000000000000003,0.16
2002,1,9,5,30,0,0,0,7,7,990,224,2.7,0.16
2002,1,9,6,30,0,0,0,7,7,990,224,2.8000000000000003,0.16
2002,1,9,7,30,0,0,0,7,8,990,225,3.4000000000000004,0.16
2002,1,9,8,30,530,53,151,8,10,990,224,4,0.16
2002,1,9,9,30,750,74,339,9,13,990,220,4.5,0.16
2002,1,9,10,30,849,84,495,10,16,990,215,5.2,0.16
2002,1,9,11,30,894,89,598,10,19,990,210,5.6000000000000005,0.16
2002,1,9,12,30,926,83,641,11,20,990,206,5.800000000000001,0.16
2002,1,9,13,30,911,84,613,11,21,990,202,5.800000000000001,0.16
2002,1,9,14,30,870,81,521,11,21,990,198,5.6000000000000005,0.16
2002,1,9,15,30,787,72,375,11,20,990,194,4.800000000000001,0.16
2002,1,9,16,30,617,54,192,12,17,990,188,3.6,0.16
2002,1,9,17,30,176,15,21,12,15,990,184,3.1,0.16
2002,1,9,18,30,0,0,0,12,14,990,184,3.2,0.16
2002,1,9,19,30,0,0,0,12,13,990,186,3.2,0.16
2002,1,9,20,30,0,0,0,11,12,990,189,3.3000000000000003,0.16
2002,1,9,21,30,0,0,0,11,12,990,190,3.5,0.16
2002,1,9,22,30,0,0,0,11,11,990,191,3.6,0.16
2002,1,9,23,30,0,0,0,11,11,990,194,3.5,0.16
2002,1,10,0,30,0,0,0,11,11,990,198,3.5,0.16
2002,1,10,1,30,0,0,0,9,11,990,200,3.4000000000000004,0.16
2002,1,10,2,30,0,0,0,9,10,990,201,3,0.16
2002,1,10,3,30,0,0,0,9,10,990,206,2.7,0.16
2002,1,10,4,30,0,0,0,9,9,990,210,2.4000000000000004,0.16
2002,1,10,5,30,0,0,0,9,9,990,209,2.3000000000000003,0.16
2002,1,10,6,30,0,0,0,9,9,990,211,2.3000000000000003,0.16
2002,1,10,7,30,0,0,0,9,10,990,216,2.7,0.16
2002,1,10,8,30,0,49,49,11,13,990,219,3.3000000000000003,0.16
2002,1,10,9,30,233,144,226,12,15,990,222,3.7,0.16
2002,1,10,10,30,305,204,352,13,17,990,226,4,0.16
2002,1,10,11,30,287,255,419,13,18,990,234,3.7,0.16
2002,1,10,12,30,239,282,427,13,19,990,248,3.2,0.16
2002,1,10,13,30,161,275,369,12,18,990,271,2.7,0.16
2002,1,10,14,30,110,230,286,12,17,990,300,2.4000000000000004,0.16
2002,1,10,15,30,32,152,165,11,16,990,329,2.6,0.16
2002,1,10,16,30,0,78,78,10,14,990,339,3.2,0.16
2002,1,10,17,30,0,8,8,8,12,990,343,3.6,0.16
2002,1,10,18,30,0,0,0,8,11,990,346,3.6,0.16
2002,1,10,19,30,0,0,0,8,11,990,350,3.7,0.16
2002,1,10,20,30,0,0,0,8,10,1000,352,4,0.16
2002,1,10,21,30,0,0,0,7,10,1000,352,4.3,0.16
2002,1,10,22,30,0,0,0,6,9,1000,353,4.5,0.16
2002,1,10,23,30,0,0,0,4,8,1000,351,4.5,0.16
2002,1,11,0,30,0,0,0,4,8,1000,351,4.6000000000000005,0.16
2002,1,11,1,30,0,0,0,3,7,1000,353,4.6000000000000005,0.16
2002,1,11,2,30,0,0,0,3,7,1000,354,4.6000000000000005,0.16
2002,1,11,3,30,0,0,0,3,7,1000,356,4.7,0.16
2002,1,11,4,30,0,0,0,2,7,1000,356,4.6000000000000005,0.16
2002,1,11,5,30,0,0,0,2,6,1000,357,4.5,0.16
2002,1,11,6,30,0,0,0,2,6,1000,355,4.3,0.16
2002,1,11,7,30,0,0,0,2,6,1000,353,4.3,0.16
2002,1,11,8,30,44,69,77,2,7,1000,353,4.4,0.16
2002,1,11,9,30,141,149,199,2,9,1000,355,4.6000000000000005,0.16
2002,1,11,10,30,244,213,331,1,10,1000,11,4.800000000000001,0.16
2002,1,11,11,30,370,238,450,1,11,1000,15,4.7,0.16
2002,1,11,12,30,509,217,525,1,12,1000,14,4.7,0.16
2002,1,11,13,30,352,250,456,1,12,1000,12,4.6000000000000005,0.16
2002,1,11,14,30,221,229,342,1,12,1000,10,4.3,0.16
2002,1,11,15,30,98,166,205,1,11,1000,10,3.5,0.16
2002,1,11,16,30,0,81,81,2,10,1000,9,2.3000000000000003,0.16
2002,1,11,17,30,0,10,10,4,8,1000,10,1.6,0.16
2002,1,11,18,30,0,0,0,4,7,1000,12,1.5,0.16
2002,1,11,19,30,0,0,0,3,6,1000,13,1.5,0.16
2002,1,11,20,30,0,0,0,3,5,1000,10,1.5,0.16
2002,1,11,21,30,0,0,0,2,5,1000,8,1.4000000000000001,0.16
2002,1,11,22,30,0,0,0,2,4,1000,6,1.4000000000000001,0.16
2002,1,11,23,30,0,0,0,2,4,1000,1,1.3,0.16
2002,1,12,0,30,0,0,0,1,3,1000,355,1.3,0.16
2002,1,12,1,30,0,0,0,1,3,1000,348,1.4000000000000001,0.16
2002,1,12,2,30,0,0,0,0,2,1000,343,1.6,0.16
2002,1,12,3,30,0,0,0,0,2,1000,338,1.7000000000000002,0.16
2002,1,12,4,30,0,0,0,0,2,1000,331,1.8,0.16
2002,1,12,5,30,0,0,0,-1,2,1000,324,2,0.16
2002,1,12,6,30,0,0,0,-2,2,1000,318,2.5,0.16
2002,1,12,7,30,0,0,0,-2,3,1000,313,3.5,0.16
2002,1,12,8,30,671,40,166,-2,6,1000,309,4,0.16
2002,1,12,9,30,857,56,361,0,10,1000,307,4.2,0.16
2002,1,12,10,30,940,63,522,0,13,1000,328,5.1000000000000005,0.16
2002,1,12,11,30,979,67,629,0,15,1000,349,5.800000000000001,0.16
2002,1,12,12,30,991,70,672,0,16,1000,356,5.800000000000001,0.16
2002,1,12,13,30,987,67,647,0,16,1000,354,5.6000000000000005,0.16
2002,1,12,14,30,962,62,556,0,16,1000,352,5.2,0.16
2002,1,12,15,30,901,54,408,0,15,1000,351,4.1000000000000005,0.16
2002,1,12,16,30,762,42,219,1,11,1000,353,2.5,0.16
2002,1,12,17,30,357,15,31,2,8,1000,355,1.6,0.16
2002,1,12,18,30,0,0,0,2,6,1000,356,1.5,0.16
2002,1,12,19,30,0,0,0,1,5,1000,354,1.3,0.16
2002,1,12,20,30,0,0,0,1,5,1000,347,1.3,0.16
2002,1,12,21,30,0,0,0,0,5,1000,340,1.3,0.16
2002,1,12,22,30,0,0,0,0,5,1000,336,1.3,0.16
2002,1,12,23,30,0,0,0,0,5,1000,330,1.2000000000000002,0.16
2002,1,13,0,30,0,0,0,-1,5,990,322,0.9,0.16
2002,1,13,1,30,0,0,0,-1,5,990,296,0.8,0.16
2002,1,13,2,30,0,0,0,-1,4,990,238,1,0.16
2002,1,13,3,30,0,0,0,-1,2,990,217,1.2000000000000002,0.16
2002,1,13,4,30,0,0,0,-1,1,990,213,1.4000000000000001,0.16
2002,1,13,5,30,0,0,0,-1,1,990,211,1.6,0.16
2002,1,13,6,30,0,0,0,-1,1,990,209,1.9000000000000001,0.16
2002,1,13,7,30,0,0,0,-1,3,990,208,2.8000000000000003,0.16
2002,1,13,8,30,688,39,168,0,6,990,210,3.4000000000000004,0.16
2002,1,13,9,30,866,55,364,0,10,990,204,4.1000000000000005,0.16
2002,1,13,10,30,942,65,526,1,13,990,198,5.300000000000001,0.16
2002,1,13,11,30,975,70,632,1,16,990,204,5.9,0.16
2002,1,13,12,30,976,76,672,2,17,990,211,6.1000000000000005,0.16
2002,1,13,13,30,961,76,643,3,18,990,215,6.300000000000001,0.16
2002,1,13,14,30,921,73,550,3,18,990,216,6.2,0.16
2002,1,13,15,30,844,65,400,4,17,990,213,5.5,0.16
2002,1,13,16,30,686,51,212,5,15,980,207,4.6000000000000005,0.16
2002,1,13,17,30,264,18,30,5,12,990,205,4.4,0.16
2002,1,13,18,30,0,0,0,5,11,990,205,4.5,0.16
2002,1,13,19,30,0,0,0,5,10,990,207,4.4,0.16
2002,1,13,20,30,0,0,0,5,9,990,211,4,0.16
2002,1,13,21,30,0,0,0,5,8,990,217,3.5,0.16
2002,1,13,22,30,0,0,0,5,7,990,227,2.9000000000000004,0.16
2002,1,13,23,30,0,0,0,5,6,990,244,2.3000000000000003,0.16
2002,1,14,0,30,0,0,0,4,5,990,266,2.1,0.16
2002,1,14,1,30,0,0,0,4,5,990,285,2.1,0.16
2002,1,14,2,30,0,0,0,3,5,990,297,2,0.16
2002,1,14,3,30,0,0,0,2,4,990,312,2.2,0.16
2002,1,14,4,30,0,0,0,1,4,990,330,2.9000000000000004,0.16
2002,1,14,5,30,0,0,0,0,4,990,342,3.7,0.16
2002,1,14,6,30,0,0,0,-1,4,990,350,4,0.16
2002,1,14,7,30,0,0,0,-1,5,990,354,4.2,0.16
2002,1,14,8,30,685,39,168,-1,7,990,355,4.1000000000000005,0.16
2002,1,14,9,30,868,54,365,0,11,1000,355,4.4,0.16
2002,1,14,10,30,949,62,528,0,14,1000,12,5.2,0.16
2002,1,14,11,30,988,65,637,-1,15,1000,19,5.2,0.16
2002,1,14,12,30,997,70,681,-1,16,1000,20,4.6000000000000005,0.16
2002,1,14,13,30,991,69,656,-1,17,990,21,3.9000000000000004,0.16
2002,1,14,14,30,962,65,565,-1,16,990,20,3.3000000000000003,0.16
2002,1,14,15,30,898,57,416,-1,15,1000,20,2.2,0.16
2002,1,14,16,30,761,45,226,4,12,1000,23,1.3,0.16
2002,1,14,17,30,367,17,35,3,9,1000,32,1.3,0.16
2002,1,14,18,30,0,0,0,1,7,1000,41,1.4000000000000001,0.16
2002,1,14,19,30,0,0,0,0,7,1000,49,1.4000000000000001,0.16
2002,1,14,20,30,0,0,0,0,7,1000,56,1.4000000000000001,0.16
2002,1,14,21,30,0,0,0,0,6,1000,62,1.3,0.16
2002,1,14,22,30,0,0,0,-1,6,1000,66,1.2000000000000002,0.16
2002,1,14,23,30,0,0,0,-1,6,1000,70,1.2000000000000002,0.16
2002,1,15,0,30,0,0,0,-1,5,1000,76,1.2000000000000002,0.16
2002,1,15,1,30,0,0,0,-2,4,1000,83,1.2000000000000002,0.16
2002,1,15,2,30,0,0,0,-2,3,1000,87,1.2000000000000002,0.16
2002,1,15,3,30,0,0,0,-2,2,1000,92,1.2000000000000002,0.16
2002,1,15,4,30,0,0,0,-2,1,1000,99,1.2000000000000002,0.16
2002,1,15,5,30,0,0,0,-2,0,1000,108,1.3,0.16
2002,1,15,6,30,0,0,0,-2,0,1000,116,1.2000000000000002,0.16
2002,1,15,7,30,0,0,0,-2,2,1000,121,1.6,0.16
2002,1,15,8,30,689,41,171,-1,5,1000,131,2,0.16
2002,1,15,9,30,868,57,369,0,8,1000,141,2.2,0.16
2002,1,15,10,30,947,65,532,1,12,1000,142,3.6,0.16
2002,1,15,11,30,981,70,640,-1,15,1000,148,5,0.16
2002,1,15,12,30,976,79,680,-1,16,1000,158,5.300000000000001,0.16
2002,1,15,13,30,957,81,651,-1,17,1000,164,5.5,0.16
2002,1,15,14,30,914,79,557,0,17,1000,164,5.5,0.16
2002,1,15,15,30,831,73,407,0,16,1000,164,4.800000000000001,0.16
2002,1,15,16,30,666,57,218,2,13,1000,164,3.5,0.16
2002,1,15,17,30,247,21,33,4,10,1000,160,2.7,0.16
2002,1,15,18,30,0,0,0,4,9,1000,157,3.1,0.16
2002,1,15,19,30,0,0,0,5,8,1000,154,3.6,0.16
2002,1,15,20,30,0,0,0,5,7,1000,156,3.8000000000000003,0.16
2002,1,15,21,30,0,0,0,5,7,1000,159,3.8000000000000003,0.16
2002,1,15,22,30,0,0,0,5,7,1000,162,3.6,0.16
2002,1,15,23,30,0,0,0,5,6,1000,164,3.3000000000000003,0.16
2002,1,16,0,30,0,0,0,5,6,1000,165,3.1,0.16
2002,1,16,1,30,0,0,0,5,6,1000,167,3.2,0.16
2002,1,16,2,30,0,0,0,5,6,990,168,3.5,0.16
2002,1,16,3,30,0,0,0,6,6,990,170,3.6,0.16
2002,1,16,4,30,0,0,0,6,6,990,176,3.5,0.16
2002,1,16,5,30,0,0,0,6,6,990,182,3.2,0.16
2002,1,16,6,30,0,0,0,6,7,990,184,3,0.16
2002,1,16,7,30,0,0,0,6,7,990,186,3.2,0.16
2002,1,16,8,30,0,26,26,7,9,1000,189,3.8000000000000003,0.16
2002,1,16,9,30,14,134,139,9,13,1000,190,4.6000000000000005,0.16
2002,1,16,10,30,120,223,282,10,16,1000,198,5.5,0.16
2002,1,16,11,30,243,268,410,12,19,990,208,5.7,0.16
2002,1,16,12,30,591,193,558,13,20,990,216,5.4,0.16
2002,1,16,13,30,264,275,433,13,21,990,220,4.6000000000000005,0.16
2002,1,16,14,30,798,107,527,13,21,990,219,3.9000000000000004,0.16
2002,1,16,15,30,729,90,386,13,20,990,216,2.7,0.16
2002,1,16,16,30,565,67,205,15,18,990,205,1.7000000000000002,0.16
2002,1,16,17,30,176,22,32,14,15,990,192,1.6,0.16
2002,1,16,18,30,0,0,0,13,14,990,190,1.6,0.16
2002,1,16,19,30,0,0,0,13,13,990,194,1.4000000000000001,0.16
2002,1,16,20,30,0,0,0,11,12,990,203,1.1,0.16
2002,1,16,21,30,0,0,0,11,12,990,221,0.8,0.16
2002,1,16,22,30,0,0,0,11,11,990,260,0.9,0.16
2002,1,16,23,30,0,0,0,9,10,990,333,1.2000000000000002,0.16
